time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-07-30T17:45:05.873Z,78.383,-19.7286,10,5.1,mww,188,29,6.218,0.81,us,us6000ngxw,2024-07-30T18:01:46.040Z,"eastern Greenland",earthquake,8.05,1.865,0.089,12,reviewed,us,us
2024-07-30T17:43:08.464Z,32.744,-100.649,8.1299,3.8,ml,29,81,0.1,0.2,tx,tx2024owwf,2024-07-31T19:33:27.922Z,"15 km NE of Hermleigh, Texas",earthquake,1.4843235652183981,1.69507722003995,0.1,24,reviewed,tx,tx
2024-07-30T16:53:08.508Z,31.675,-104.193,7.3816,3.2,ml,73,61,0.1,0.2,tx,tx2024owuo,2024-07-30T17:17:31.548Z,"55 km NW of Toyah, Texas",earthquake,0.5189891302991697,0.7308784988775724,0.2,38,reviewed,tx,tx
2024-07-30T16:47:15.766Z,35.6395,139.6053,119.959,4.6,mb,129,75,1.445,0.81,us,us6000ngwt,2024-07-31T19:08:58.191Z,"5 km ESE of Chōfu, Japan",earthquake,8.73,6.014,0.044,165,reviewed,us,us
2024-07-30T13:07:12.303Z,-23.5434,-66.845,205.395,4.3,mb,37,43,1.361,1.07,us,us6000ngvy,2024-07-30T15:34:52.040Z,"91 km NW of San Antonio de los Cobres, Argentina",earthquake,9.24,7.755,0.116,23,reviewed,us,us
2024-07-30T12:25:06.159Z,-24.441,-177.117,10,4.9,mb,40,121,4.839,0.63,us,us6000ngvu,2024-07-30T12:52:38.040Z,"south of the Fiji Islands",earthquake,6.15,1.873,0.08,49,reviewed,us,us
2024-07-30T10:36:20.797Z,6.2718,126.0857,62.668,4.6,mb,35,115,0.939,0.62,us,us6000ngvb,2024-07-30T11:04:59.040Z,"14 km SW of Pondaguitan, Philippines",earthquake,8.85,7.766,0.11,25,reviewed,us,us
2024-07-30T08:37:47.434Z,31.739,-104.541,6.4587,2.6,ml,55,65,0,0.1,tx,tx2024oweg,2024-07-30T14:31:54.739Z,"50 km SSW of Whites City, New Mexico",earthquake,0.7822211797754783,0.6202146187176104,0.1,53,reviewed,tx,tx
2024-07-30T08:30:18.428Z,-56.1646,-27.931,135.874,4.9,mb,38,81,5.248,0.7,us,us6000nguz,2024-07-30T10:42:35.040Z,"South Sandwich Islands region",earthquake,10.85,4.888,0.086,42,reviewed,us,us
2024-07-30T08:24:05.638Z,38.3263,93.5916,10.68,4.7,mb,49,92,8.408,1.2,us,us6000nguu,2024-07-30T11:51:47.040Z,"225 km SSW of Dunhuang, China",earthquake,10.98,4.969,0.069,64,reviewed,us,us
2024-07-30T08:13:23.519Z,58.9212,-152.6497,56.7,2.5,ml,,,,0.42,ak,ak0249qqrvnj,2024-07-31T06:14:34.040Z,"63 km SW of Nanwalek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-07-30T07:37:53.919Z,-20.0616,-177.5873,491.968,4.5,mb,69,59,2.49,0.7,us,us6000ngun,2024-07-30T13:43:09.040Z,"267 km WNW of Houma, Tonga",earthquake,11.87,6.507,0.05,118,reviewed,us,us
2024-07-30T07:16:00.560Z,32.129,-101.041,2.0752,3,ml,15,63,0.2,0.1,tx,tx2024owbn,2024-07-30T15:04:54.726Z,"25 km S of Westbrook, Texas",earthquake,1.084408224970368,2.3244783522573957,0.1,6,reviewed,tx,tx
2024-07-30T07:10:17.710Z,34.0665,-117.2976667,16.43,2.72,ml,148,26,0.03073,0.2,ci,ci40675807,2024-08-01T02:16:57.153Z,"2 km ESE of Colton, CA",earthquake,0.11,0.23,0.148,25,automatic,ci,ci
2024-07-30T07:06:31.820Z,18.8695,-68.1165,97,3.7,md,11,197,0.4434,0.33,pr,pr2024212000,2024-07-30T07:31:09.281Z,"43 km NE of Punta Cana, Dominican Republic",earthquake,3.1,2.73,0.09,6,reviewed,pr,pr
2024-07-30T06:27:40.220Z,19.3883333333333,-155.244666666667,1.64,3.35,ml,33,64,0.006871,0.07,hv,hv74373696,2024-07-30T07:08:48.040Z,"6 km S of Volcano, Hawaii",earthquake,0.16,0.17,0.42766560254882,22,reviewed,hv,hv
2024-07-30T06:25:38.590Z,19.3863333333333,-155.244666666667,1.87,2.67,ml,32,64,0.006325,0.1,hv,hv74373686,2024-08-01T20:16:14.580Z,"6 km S of Volcano, Hawaii",earthquake,0.19,0.16,0.287846677171899,20,reviewed,hv,hv
2024-07-30T05:31:33.620Z,19.3895,-155.244666666667,1.68,2.65,ml,29,63,0.007422,0.09,hv,hv74373571,2024-08-01T20:09:44.060Z,"6 km S of Volcano, Hawaii",earthquake,0.18,0.19,0.166456974901484,15,reviewed,hv,hv
2024-07-30T05:31:23.550Z,31.667,-104.362,3.5364,2.5,ml,23,69,0.1,0.1,tx,tx2024ovyc,2024-07-30T15:05:40.613Z,"56 km S of Whites City, New Mexico",earthquake,0.8937303214968929,1.27457940987441,0.1,13,reviewed,tx,tx
2024-07-30T05:04:16.159Z,-21.3027,-68.9706,119.319,4.2,mb,32,51,0.547,0.92,us,us6000ngtw,2024-07-30T05:29:53.040Z,"74 km W of Ollagüe, Chile",earthquake,6.11,6.325,0.16,11,reviewed,us,us
2024-07-30T04:43:02.500Z,19.3855,-155.2415,1.8,2.7,ml,40,56,0.009261,0.1,hv,hv74373491,2024-07-30T05:20:37.060Z,"6 km S of Volcano, Hawaii",earthquake,0.18,0.16,0.204942311643416,18,reviewed,hv,hv
2024-07-30T04:08:09.650Z,34.9396667,-116.8101667,2.6,2.66,ml,37,51,0.1663,0.18,ci,ci40675751,2024-07-30T20:00:13.588Z,"20 km ENE of Barstow, CA",earthquake,0.18,0.75,0.099,25,reviewed,ci,ci
2024-07-30T01:27:35.958Z,29.5137,98.7461,14.013,4.6,mb,48,108,7.657,0.39,us,us6000ngta,2024-07-30T02:52:37.040Z,"159 km WNW of Daocheng, China",earthquake,9.42,4.214,0.071,59,reviewed,us,us
2024-07-30T01:09:37.918Z,-22.3686,-179.5398,571.502,4.5,mb,47,90,4.203,0.8,us,us6000ngt8,2024-07-30T02:40:13.040Z,"south of the Fiji Islands",earthquake,14.17,8.431,0.07,61,reviewed,us,us
2024-07-30T01:04:53.667Z,39.2344,144.2154,10,4.3,mb,16,208,2.892,0.76,us,us6000ngt6,2024-07-30T01:45:41.040Z,"196 km E of Yamada, Japan",earthquake,11.6,1.988,0.187,8,reviewed,us,us
2024-07-30T01:01:20.407Z,36.3725,71.1631,102.487,4.2,mb,22,92,2.485,0.92,us,us6000ngt5,2024-07-30T02:02:39.040Z,"47 km SW of Ashkāsham, Afghanistan",earthquake,6.14,10.469,0.187,8,reviewed,us,us
2024-07-29T23:23:07.487Z,61.6495,-148.0231,17.3,3.3,ml,,,,0.37,ak,ak0249pc855o,2024-07-30T23:11:22.040Z,"26 km SW of Glacier View, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-07-29T22:46:11.938Z,32.766,-100.659,7.9346,2.6,ml,16,79,0.1,0.1,tx,tx2024ovks,2024-08-01T03:59:28.040Z,"17 km NNE of Hermleigh, Texas",earthquake,0.6687538397951982,0.8475204819784126,0.1,20,reviewed,tx,tx
2024-07-29T22:35:11.275Z,43.6962,147.8058,56.42,4.8,mb,76,170,3.808,0.78,us,us6000ngsj,2024-07-29T23:08:18.040Z,"88 km E of Shikotan, Russia",earthquake,9.83,7.817,0.034,268,reviewed,us,us
2024-07-29T21:52:39.039Z,28.884,-97.584,3.4424,2.6,ml,20,155,0,0.3,tx,tx2024oviy,2024-08-01T04:04:15.040Z,"4 km SSE of Nordheim, Texas",earthquake,1.4142518045909527,1.7076695203154015,0.2,10,reviewed,tx,tx
2024-07-29T21:04:25.600Z,32.334,-101.077,8.9111,2.7,ml,17,73,0.2,0.1,tx,tx2024ovhj,2024-07-31T18:41:53.976Z,"6 km WSW of Westbrook, Texas",earthquake,1.4542417022059304,2.103365620009099,0.1,11,reviewed,tx,tx
2024-07-29T20:49:00.371Z,-22.3807,170.8637,21.16,5.3,mww,45,121,3.168,0.73,us,us6000ngs0,2024-07-29T21:07:46.040Z,"southeast of the Loyalty Islands",earthquake,9.91,5.377,0.066,22,reviewed,us,us
2024-07-29T20:38:51.942Z,52.0497,-170.9755,35,3.6,ml,27,212,1.017,0.63,us,us6000ngsm,2024-08-01T17:36:59.040Z,"174 km SW of Nikolski, Alaska",earthquake,3.68,2.015,0.077,22,reviewed,us,us
2024-07-29T20:27:49.557Z,26.2771,59.697,19.747,4.7,mb,64,167,3.421,0.89,us,us6000ngrs,2024-07-29T20:47:42.040Z,"33 km S of Fannūj, Iran",earthquake,7.3,5.86,0.058,89,reviewed,us,us
2024-07-29T20:14:45.330Z,19.298,-155.211,8.37,2.84,ml,57,120,0.02108,0.11,hv,hv74372801,2024-07-29T20:52:35.050Z,"16 km S of Volcano, Hawaii",earthquake,0.23,0.36,0.16558967193567,30,reviewed,hv,hv
2024-07-29T20:05:19.460Z,34.949,-116.7846667,7.32,2.68,ml,32,57,0.1892,0.13,ci,ci40675239,2024-07-31T19:32:13.946Z,"22 km ENE of Barstow, CA",earthquake,0.16,0.85,0.116,25,reviewed,ci,ci
2024-07-29T20:03:33.150Z,34.946,-116.7943333,2.84,3.51,ml,56,32,0.1807,0.16,ci,ci40675231,2024-07-31T19:31:47.276Z,"22 km ENE of Barstow, CA",earthquake,0.14,0.66,0.125,41,reviewed,ci,ci
2024-07-29T20:00:52.590Z,34.9503333,-116.7866667,7.26,4.89,mw,53,57,0.1882,0.16,ci,ci40675215,2024-08-07T11:13:50.955Z,"22 km ENE of Barstow, CA",earthquake,0.14,0.72,,6,reviewed,ci,ci
2024-07-29T19:44:06.790Z,19.3008333333333,-155.213166666667,6.9,3.53,ml,55,110,0.02231,0.13,hv,hv74372746,2024-07-30T19:46:09.149Z,"15 km S of Volcano, Hawaii",earthquake,0.26,0.4,0.266674619167163,19,reviewed,hv,hv
2024-07-29T19:43:15.020Z,19.3055,-155.214666666667,7.26,3.42,ml,58,99,0.02592,0.09,hv,hv74372751,2024-07-30T13:47:37.395Z,"15 km S of Volcano, Hawaii",earthquake,0.22,0.35,0.227968167891982,38,reviewed,hv,hv
2024-07-29T19:40:27.780Z,19.3011666666667,-155.213666666667,7.65,3.68,ml,58,108,0.02238,0.12,hv,hv74372741,2024-07-29T21:50:05.339Z,"15 km S of Volcano, Hawaii",earthquake,0.24,0.31,0.237427058144024,41,reviewed,hv,hv
2024-07-29T17:25:51.310Z,-18.8947,167.423,10,4.9,mww,59,115,3.383,0.7,us,us6000ngqu,2024-07-29T17:46:11.040Z,"159 km SW of Port-Vila, Vanuatu",earthquake,10.13,1.871,0.086,13,reviewed,us,us
2024-07-29T16:25:29.820Z,32.094,131.3951,48.962,5.2,mww,130,120,5.425,0.86,us,us6000ngq6,2024-07-29T16:58:12.611Z,"0 km SW of Tsuma, Japan",earthquake,9.03,6.494,0.083,14,reviewed,us,us
2024-07-29T14:12:03.170Z,21.701,121.034,10,4.7,mb,71,99,1.112,0.86,us,us6000ngnn,2024-07-29T16:37:35.040Z,"45 km SE of Hengchun, Taiwan",earthquake,7.71,1.852,0.061,81,reviewed,us,us
2024-07-29T14:10:40.700Z,61.7944,-150.5457,54,2.5,ml,,,,0.31,ak,ak0249p6siyu,2024-07-29T16:13:16.040Z,"27 km W of Willow, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-07-29T13:24:23.533Z,7.9915,-83.0899,10,4.6,mb,50,147,0.475,1.11,us,us6000ngni,2024-07-29T15:56:09.040Z,"24 km W of Burica, Panama",earthquake,3.17,1.91,0.087,39,reviewed,us,us
2024-07-29T13:07:12.420Z,-20.3712,-173.9642,10,6,mww,74,44,1.365,0.98,us,us6000ngng,2024-07-31T19:18:43.072Z,"73 km SSE of Pangai, Tonga",earthquake,10.52,1.83,0.073,18,reviewed,us,us
2024-07-29T12:12:51.032Z,45.1507,-73.8515,5.796,2.8,mb_lg,41,59,0.385,0.71,us,us6000ngn6,2024-07-31T19:08:05.704Z,"11 km E of Ormstown, Canada",earthquake,2.34,5.486,0.073,50,reviewed,us,us
2024-07-29T12:11:13.018Z,-17.6092,-178.4311,586.391,5.7,mww,132,43,3.355,0.65,us,us6000ngn7,2024-07-30T12:14:29.110Z,"244 km ENE of Levuka, Fiji",earthquake,10.94,4.418,0.058,29,reviewed,us,us
2024-07-29T11:40:52.690Z,-4.5305,142.0071,102.486,4.4,mb,38,68,2.388,0.89,us,us6000ngn2,2024-07-29T13:19:40.040Z,"96 km WSW of Ambunti, Papua New Guinea",earthquake,7.11,5.826,0.103,27,reviewed,us,us
2024-07-29T10:42:22.990Z,-17.8349,-179.6333,605.832,4.6,mb,40,79,2.206,1.24,us,us6000ngmu,2024-07-30T11:56:41.040Z,"114 km ENE of Levuka, Fiji",earthquake,11.89,9.134,0.098,31,reviewed,us,us
2024-07-29T10:16:56.913Z,60.8908,-146.8535,24.3,3.1,ml,,,,0.38,ak,ak0249p4g43f,2024-07-29T12:00:01.040Z,"9 km WNW of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-07-29T08:52:40.336Z,-24.3733,-67.3578,189.209,4.2,mb,13,125,1.603,0.34,us,us6000ngma,2024-07-30T08:31:13.040Z,"106 km W of San Antonio de los Cobres, Argentina",earthquake,11.45,18.937,0.264,4,reviewed,us,us
2024-07-29T08:41:38.100Z,-18.3602,-177.825,559.779,4.4,mb,77,52,3.729,0.82,us,us6000ngm6,2024-07-29T09:05:40.040Z,"Fiji region",earthquake,10.85,7.561,0.053,104,reviewed,us,us
2024-07-29T06:06:28.397Z,36.2477,68.4534,69.715,4.4,mb,30,122,1.816,1.37,us,us6000ngll,2024-07-29T07:10:26.040Z,"26 km WNW of Baghlān, Afghanistan",earthquake,7.69,11.108,0.203,7,reviewed,us,us
2024-07-29T05:29:05.760Z,37.4725,-112.852333333333,19.57,4.47,ml,31,71,0.1214,0.16,uu,uu80076711,2024-08-06T01:19:20.393Z,"24 km S of Brian Head, Utah",earthquake,0.27,0.46,0.184848133533255,29,reviewed,uu,uu
2024-07-29T04:49:27.126Z,52.0126,-174.4831,67.539,4.8,mww,110,56,0.259,0.47,us,us6000ngl3,2024-07-29T23:55:06.279Z,"28 km SW of Atka, Alaska",earthquake,4.88,2.082,0.093,11,reviewed,us,us
2024-07-29T04:05:38.998Z,51.626,-175.0716,10,3.8,mb,38,195,0.771,0.67,us,us6000ngky,2024-07-29T16:19:38.816Z,"87 km SW of Atka, Alaska",earthquake,3.12,1.863,0.098,27,reviewed,us,us
2024-07-29T03:13:34.986Z,-24.2902,-67.2159,176.042,4.3,mb,35,55,1.598,0.78,us,us6000ngks,2024-07-29T04:17:12.040Z,"91 km W of San Antonio de los Cobres, Argentina",earthquake,4.14,10.115,0.142,14,reviewed,us,us
2024-07-29T02:33:39.771Z,17.8488,119.6557,10,4.8,mb,52,107,5.121,0.63,us,us6000ngkn,2024-07-29T11:35:15.642Z,"76 km WNW of Puro Pinget, Philippines",earthquake,9.17,1.815,0.06,87,reviewed,us,us
2024-07-29T01:03:37.150Z,19.419,-68.7571,47,3.75,md,11,342,1.9011,0.44,pr,pr2024211000,2024-07-29T01:49:00.633Z,"57 km NNE of Miches, Dominican Republic",earthquake,5.29,26.58,0.13,6,reviewed,pr,pr
2024-07-29T00:59:45.955Z,-24.2498,178.7193,658.42,4.7,mb,47,84,5.826,0.98,us,us6000ngkc,2024-07-29T01:15:32.040Z,"south of the Fiji Islands",earthquake,14.15,11.589,0.089,38,reviewed,us,us
2024-07-28T23:58:43.480Z,38.1588333333333,-121.9595,22.91,2.58,md,115,39,0.03945,0.29,nc,nc75040627,2024-08-02T12:29:23.734Z,"11 km SSE of Suisun City, CA",earthquake,0.19,0.21,0.159,106,reviewed,nc,nc
2024-07-28T22:43:52.656Z,-30.1244,-177.2449,6.987,5,mb,55,127,1.041,0.55,us,us6000ngjw,2024-07-28T23:01:24.040Z,"Kermadec Islands, New Zealand",earthquake,7.09,4.802,0.081,49,reviewed,us,us
2024-07-28T22:13:08.352Z,-37.0763,52.289,10,5.4,mww,71,41,9.351,0.79,us,us6000ngji,2024-07-29T22:16:54.604Z,"South Indian Ocean",earthquake,9.44,1.835,0.08,15,reviewed,us,us
2024-07-28T21:45:05.229Z,60.094,-152.5325,97.4,2.5,ml,,,,0.34,ak,ak0249nnmn1z,2024-07-28T21:55:12.040Z,"47 km WNW of Happy Valley, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-07-28T21:34:33.350Z,19.3921666666667,-155.250166666667,1.41,2.61,ml,29,52,0.006709,0.08,hv,hv74371516,2024-07-29T19:20:03.450Z,"5 km SSW of Volcano, Hawaii",earthquake,0.15,0.15,0.215166539563698,15,reviewed,hv,hv
2024-07-28T21:00:13.200Z,38.1544990539551,-121.922500610352,22.25,3.32,ml,84,80,0.1286,0.24,nc,nc75040602,2024-07-29T08:17:37.047Z,"13 km SSE of Suisun City, CA",earthquake,0.39,0.310000002,0.279,38,automatic,nc,nc
2024-07-28T18:50:18.947Z,44.2355,-69.8623,8.075,2.8,mb_lg,26,123,0.359,0.27,us,us6000ngj3,2024-08-01T01:16:06.218Z,"6 km W of Gardiner, Maine",earthquake,3.72,7.395,0.069,57,reviewed,us,us
2024-07-28T18:03:35.790Z,39.3401666666667,-120.024833333333,2.73,2.45,md,20,51,0.04815,0.07,nc,nc75040552,2024-08-05T13:50:31.040Z,"11 km NNE of Tahoe Vista, CA",earthquake,0.2,0.56,0.148,26,reviewed,nc,nc
2024-07-28T18:02:24.011Z,55.7223,-158.3964,32,2.6,ml,,,,0.5,ak,ak0249nll5vl,2024-07-28T18:08:46.040Z,"51 km ESE of Perryville, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-07-28T17:07:04.175Z,-7.4895,127.8462,163.63,4.6,mb,42,52,3.589,0.71,us,us6000ngij,2024-07-28T17:22:47.040Z,"147 km NE of Lospalos, Timor Leste",earthquake,8.26,7.554,0.085,41,reviewed,us,us
2024-07-28T14:53:40.130Z,51.846,178.0627,10,2.6,ml,9,305,0.296,0.35,us,us6000ngit,2024-07-28T19:42:21.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,3.27,1.996,0.128,8,reviewed,us,us
2024-07-28T14:36:23.360Z,19.386,-155.2415,1.81,2.8,ml,33,69,0.009273,0.1,hv,hv74370976,2024-07-29T21:06:09.000Z,"6 km S of Volcano, Hawaii",earthquake,0.18,0.15,0.314443919652803,17,reviewed,hv,hv
2024-07-28T14:25:41.664Z,14.8875,146.891,10,4.9,mb,23,155,1.121,0.69,us,us6000ngi9,2024-07-28T14:48:41.040Z,"127 km ESE of Saipan, Northern Mariana Islands",earthquake,8.08,1.883,0.135,22,reviewed,us,us
2024-07-28T14:19:43.272Z,14.8374,146.7729,10,5.2,mb,48,121,1.027,0.99,us,us6000ngi6,2024-08-06T14:29:48.345Z,"117 km ESE of Saipan, Northern Mariana Islands",earthquake,8.71,1.902,0.031,350,reviewed,us,us
2024-07-28T13:53:26.617Z,20.4664,145.2388,103.674,4.8,mb,54,80,5.223,0.82,us,us6000ngi1,2024-07-28T14:12:11.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,10.75,7.683,0.031,312,reviewed,us,us
2024-07-28T13:38:01.290Z,31.4915,-115.6198333,8.71,3.41,ml,14,70,0.1722,0.2,ci,ci40673831,2024-07-29T19:17:54.652Z,"92 km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.32,1.28,0.181,219,reviewed,ci,ci
2024-07-28T11:20:31.505Z,-6.3695,129.9492,135.377,5.1,mww,70,59,1.835,1.03,us,us6000ngha,2024-07-29T12:14:16.040Z,"Banda Sea",earthquake,5.78,6.329,0.089,12,reviewed,us,us
2024-07-28T10:13:22.866Z,39.5219,143.6013,10,5.2,mww,82,110,2.513,0.68,us,us6000ngh3,2024-07-29T12:04:45.040Z,"142 km E of Yamada, Japan",earthquake,8.15,1.82,0.103,9,reviewed,us,us
2024-07-28T09:58:38.692Z,-24.2516,-179.9824,511.617,4.4,mb,32,120,5.373,0.54,us,us6000ngh4,2024-08-04T07:18:30.040Z,"south of the Fiji Islands",earthquake,12.92,8.031,0.107,25,reviewed,us,us
2024-07-28T09:24:17.460Z,19.3898333333333,-155.244166666667,1.32,2.71,ml,20,86,0.007998,0.11,hv,hv74370491,2024-07-29T06:05:21.040Z,"5 km S of Volcano, Hawaii",earthquake,0.18,0.2,0.0144149546409167,2,reviewed,hv,hv
2024-07-28T09:24:11.280Z,19.3916666666667,-155.249833333333,1.51,2.5,ml,24,65,0.006281,0.09,hv,hv74370506,2024-07-29T05:49:08.040Z,"5 km SSW of Volcano, Hawaii",earthquake,0.18,0.23,0.177554269703532,14,reviewed,hv,hv
2024-07-28T06:50:07.220Z,17.9766666666667,-66.8363333333333,15.35,2.7,md,16,183,0.05004,0.26,pr,pr71456373,2024-07-28T07:04:10.480Z,"2 km SW of Indios, Puerto Rico",earthquake,0.75,0.56,0.161681189658232,11,reviewed,pr,pr
2024-07-28T06:24:50.847Z,43.0902,-126.4051,10,2.6,ml,37,277,1.704,0.64,us,us6000nggd,2024-07-28T07:38:30.040Z,"160 km W of Langlois, Oregon",earthquake,10.15,2.023,0.042,74,reviewed,us,us
2024-07-28T06:11:31.360Z,37.3805,-121.730166666667,8.32,2.5,md,102,33,0.07031,0.07,nc,nc75040367,2024-08-01T18:24:30.226Z,"9 km E of Alum Rock, CA",earthquake,0.1,0.25,0.148,86,reviewed,nc,nc
2024-07-28T06:08:53.960Z,18.5406666666667,-64.518,67.92,3.14,md,8,316,0.1542,0.31,pr,pr71456368,2024-07-28T06:27:10.890Z,"37 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,7.34,1.65,0.119980083974561,5,reviewed,pr,pr
2024-07-28T05:14:53.840Z,19.1281666666667,-66.3003333333333,13.37,2.96,md,15,262,0.683,0.16,pr,pr71456358,2024-07-28T05:37:16.040Z,"73 km N of Brenas, Puerto Rico",earthquake,1.65,2.55,0.0678565923196335,8,reviewed,pr,pr
2024-07-28T05:10:27.950Z,19.1733333333333,-66.279,22.83,3.09,md,13,300,0.7321,0.22,pr,pr71456348,2024-07-28T05:26:58.230Z,"78 km N of Brenas, Puerto Rico",earthquake,1,17.5,0.0573387237731677,13,reviewed,pr,pr
2024-07-28T04:45:34.298Z,-24.2118,-176.3655,10,4.9,mb,17,147,3.106,0.7,us,us6000ngg0,2024-07-28T05:04:06.040Z,"south of the Fiji Islands",earthquake,14.02,1.906,0.15,14,reviewed,us,us
2024-07-28T04:35:11.820Z,14.7827,108.2426,4.486,5.1,mww,78,74,4.554,0.65,us,us6000ngfw,2024-07-31T19:33:03.740Z,"53 km NNE of Kon Tum, Vietnam",earthquake,8.29,4.247,0.08,15,reviewed,us,us
2024-07-28T04:10:54.880Z,53.68,-164.2726,35,3.5,ml,27,203,0.856,0.99,us,us6000ngft,2024-07-28T04:32:43.040Z,"110 km ESE of Akutan, Alaska",earthquake,3.77,2.003,0.085,18,reviewed,us,us
2024-07-28T03:14:17.090Z,19.1923333333333,-67.166,63.26,3.29,md,14,229,0.7229,0.48,pr,pr71456338,2024-07-28T03:35:27.240Z,"77 km N of San Antonio, Puerto Rico",earthquake,4.31,10.98,0.0943155548205783,7,reviewed,pr,pr
2024-07-28T03:08:05.141Z,52.3635,-169.6272,35,3.5,ml,38,209,0.428,0.88,us,us6000ngfz,2024-07-28T05:20:59.040Z,"82 km SW of Nikolski, Alaska",earthquake,5.36,2.015,0.091,16,reviewed,us,us
2024-07-28T02:40:23.008Z,18.7542,39.2263,10,4.2,mb,27,174,7.986,0.52,us,us6000ngfq,2024-07-28T04:11:44.040Z,"162 km ENE of Tokār, Sudan",earthquake,9.19,1.966,0.108,24,reviewed,us,us
2024-07-28T01:58:11.347Z,45.7719,154.1608,10,4.9,mb,100,135,7.696,0.8,us,us6000ngfh,2024-07-28T02:14:34.040Z,"east of the Kuril Islands",earthquake,9.7,1.887,0.042,178,reviewed,us,us
2024-07-27T23:33:16.550Z,67.794,-160.9707,0,2.7,ml,,,,0.62,ak,ak0249m17m16,2024-07-27T23:56:49.040Z,"84 km ESE of Red Dog Mine, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-07-27T23:19:57.282Z,32.223,-103.093,3.2154,3.2,ml,57,34,0.1,0.5,tx,tx2024oruv,2024-07-29T09:47:45.130Z,"15 km NE of Jal, New Mexico",earthquake,0,1.249121069908142,0.1,38,reviewed,tx,tx
2024-07-27T23:10:03.963Z,62.4295,-151.1383,59.5,2.7,ml,,,,0.65,ak,ak0249m12ipp,2024-07-27T23:49:16.040Z,"20 km WSW of Petersville, Alaska",earthquake,,1.3,,,automatic,ak,ak
2024-07-27T23:08:29.989Z,32.785,-100.682,4.0527,2.9,ml,16,41,0.1,0.2,tx,tx2024orul,2024-07-27T23:48:25.167Z,"18 km NNE of Hermleigh, Texas",earthquake,1.435909304298942,1.7356583164621806,0.1,17,reviewed,tx,tx
2024-07-27T21:48:14.412Z,-24.3934,-67.2955,184.44,4.3,mb,24,71,1.647,0.68,us,us6000ngei,2024-07-27T22:09:48.040Z,"101 km W of San Antonio de los Cobres, Argentina",earthquake,9.03,10.354,0.217,6,reviewed,us,us
2024-07-27T21:26:14.125Z,-3.7743,131.5591,25.223,4.4,mb,16,66,1.093,0.69,us,us6000ngee,2024-07-27T21:44:40.040Z,"124 km SW of Fakfak, Indonesia",earthquake,7.05,6.078,0.134,16,reviewed,us,us
2024-07-27T21:14:08.517Z,-20.1427,-174.1439,57.825,4.8,mb,51,116,1.444,0.69,us,us6000ngeh,2024-07-27T22:04:36.040Z,"42 km SSE of Pangai, Tonga",earthquake,10.92,7.509,0.084,44,reviewed,us,us
2024-07-27T21:12:08.040Z,32.781,-100.695,7.5684,2.8,ml,10,90,0.1,0.2,tx,tx2024orqp,2024-07-31T15:11:41.428Z,"17 km NNE of Hermleigh, Texas",earthquake,1.0677892591562959,2.412053584210403,0.1,15,reviewed,tx,tx
2024-07-27T21:08:31.409Z,32.744,-100.696,3.4424,4.5,ml,44,38,0.1,0.3,tx,tx2024orqm,2024-07-28T20:22:07.492Z,"13 km NNE of Hermleigh, Texas",earthquake,1.6034596516963777,1.6350194811015057,0.1,33,reviewed,tx,tx
2024-07-27T20:34:40.438Z,-24.0033,179.8736,528.744,4.4,mb,43,96,5.442,0.8,us,us6000nge3,2024-07-31T02:49:38.040Z,"south of the Fiji Islands",earthquake,12.14,8.22,0.088,38,reviewed,us,us
2024-07-27T20:14:31.026Z,42.767,142.9805,106.851,4.3,mb,26,127,0.763,0.56,us,us6000ngdz,2024-07-31T02:38:23.040Z,"20 km NW of Sarabetsu, Japan",earthquake,6.7,7.481,0.129,17,reviewed,us,us
2024-07-27T18:25:02.386Z,45.5897,-111.7475,5.134,2.6,ml,36,46,0.083,0.56,us,us6000ngdk,2024-07-29T15:55:18.450Z,"12 km SSE of Harrison, Montana",earthquake,1.38,4.193,0.045,66,reviewed,us,us
2024-07-27T18:12:14.510Z,60.312,-152.3001,85.8,4.3,ml,,,,0.54,ak,ak0249ly3xrw,2024-07-29T14:41:05.227Z,"45 km NW of Ninilchik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-07-27T17:01:47.924Z,2.6543,128.447,227.906,4.8,mb,141,46,2.159,0.72,us,us6000ngdb,2024-07-27T17:37:37.040Z,"113 km NNE of Tobelo, Indonesia",earthquake,8.37,6.833,0.045,152,reviewed,us,us
2024-07-27T15:58:39.243Z,40.142,141.0768,10.23,4.5,mb,122,113,2.444,0.56,us,us6000ngd3,2024-07-27T21:26:15.040Z,"20 km WSW of Ichinohe, Japan",earthquake,6.78,4.136,0.053,114,reviewed,us,us
