time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-07-22T23:10:58.000Z,19.3718338012695,-155.232330322266,1.0900000333786,2.9,ml,45,91,0.008003,0.319999993,hv,hv74353546,2024-07-22T23:13:51.100Z,"7 km S of Volcano, Hawaii",earthquake,0.39,0.289999992,0.48,40,automatic,hv,hv
2024-07-22T23:04:45.436Z,56.2108,-152.344,10,3.4,ml,15,230,1.582,0.45,us,us6000nemk,2024-07-22T23:52:57.040Z,"125 km SSE of Old Harbor, Alaska",earthquake,9.77,2.018,0.062,34,reviewed,us,us
2024-07-22T23:03:51.950Z,19.372,-155.214833333333,2.24,2.53,ml,33,105,0.001884,0.08,hv,hv74353521,2024-07-22T23:49:23.340Z,"8 km SSE of Volcano, Hawaii",earthquake,0.24,0.21,0.184249672087736,15,reviewed,hv,hv
2024-07-22T22:46:13.820Z,19.3705,-155.214666666667,1.68,2.96,ml,32,105,0.003361,0.12,hv,hv74353476,2024-07-22T23:41:41.040Z,"8 km SSE of Volcano, Hawaii",earthquake,0.28,0.21,0.229748362170207,14,reviewed,hv,hv
2024-07-22T22:45:33.620Z,19.3579998016357,-155.207504272461,0.239999994635582,2.87,ml,14,121,0.01742,0.100000001,hv,hv74353471,2024-07-22T22:48:13.040Z,"9 km SSE of Volcano, Hawaii",earthquake,0.33,0.400000006,0.68,28,automatic,hv,hv
2024-07-22T22:37:58.890Z,19.3695,-155.208,2.1,2.68,ml,42,99,0.008265,0.11,hv,hv74353451,2024-07-22T23:38:12.806Z,"8 km SSE of Volcano, Hawaii",earthquake,0.25,0.23,0.313718131901404,24,reviewed,hv,hv
2024-07-22T22:15:18.950Z,19.3835,-155.236166666667,1.34,2.99,ml,27,99,0.01073,0.09,hv,hv74353391,2024-07-22T23:04:38.890Z,"6 km S of Volcano, Hawaii",earthquake,0.18,0.13,0.136865688445647,12,reviewed,hv,hv
2024-07-22T22:11:37.180Z,19.372,-155.214333333333,2.16,2.69,ml,35,99,0.00209,0.08,hv,hv74353386,2024-07-23T00:07:50.437Z,"8 km SSE of Volcano, Hawaii",earthquake,0.27,0.21,0.212263293023326,14,reviewed,hv,hv
2024-07-22T22:10:50.850Z,19.3875,-155.2485,1.48,2.49,ml,17,102,0.00331,0.07,hv,hv74353381,2024-07-22T22:30:40.040Z,"6 km SSW of Volcano, Hawaii",earthquake,0.2,0.23,0.0690000243453524,9,reviewed,hv,hv
2024-07-22T22:08:53.638Z,56.1983,-152.4692,11.5,3.3,ml,,,,0.6,ak,ak0249dqs5fp,2024-07-22T23:41:58.760Z,"123 km SSE of Old Harbor, Alaska",earthquake,,2.6,,,reviewed,ak,ak
2024-07-22T22:07:58.630Z,19.3873333333333,-155.237833333333,1.87,3.48,ml,44,95,0.01285,0.1,hv,hv74353376,2024-07-22T22:58:29.463Z,"6 km S of Volcano, Hawaii",earthquake,0.22,0.15,0.419202064991431,27,reviewed,hv,hv
2024-07-22T21:49:14.740Z,19.3753333333333,-155.2275,1.82,2.54,ml,32,85,0.01143,0.09,hv,hv74353321,2024-07-26T04:36:33.450Z,"7 km S of Volcano, Hawaii",earthquake,0.23,0.19,0.238277141138668,13,reviewed,hv,hv
2024-07-22T21:36:37.060Z,19.3726673126221,-155.231170654297,0.629999995231628,2.64,ml,17,92,0.01484,0.25,hv,hv74353271,2024-07-22T21:39:16.840Z,"7 km S of Volcano, Hawaii",earthquake,0.45,0.349999994,0.17,10,automatic,hv,hv
2024-07-22T21:36:19.290Z,19.3816666666667,-155.239666666667,1.11,2.52,ml,24,82,0.008105,0.09,hv,hv74353276,2024-07-26T03:54:50.240Z,"6 km S of Volcano, Hawaii",earthquake,0.17,0.13,0.122029368420888,12,reviewed,hv,hv
2024-07-22T21:33:02.870Z,19.3668333333333,-155.212,1.78,2.6,ml,43,109,0.007664,0.09,hv,hv74353261,2024-07-22T23:05:19.400Z,"8 km SSE of Volcano, Hawaii",earthquake,0.23,0.19,0.301648750690019,25,reviewed,hv,hv
2024-07-22T21:23:43.700Z,19.170166015625,-155.45832824707,32.3499984741211,3.18,ml,40,131,0.0151,0.159999996,hv,hv74353241,2024-07-22T21:26:56.440Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.53,1.02999997,0.6,35,automatic,hv,hv
2024-07-22T20:51:26.124Z,8.102,-82.8246,10,4.9,mb,51,132,0.578,0.91,us,us6000nekl,2024-07-22T21:09:59.040Z,"4 km E of Limones, Panama",earthquake,6.64,1.889,0.054,106,reviewed,us,us
2024-07-22T20:24:50.410Z,19.3921666666667,-155.244,1.55,3.03,ml,48,43,0.009564,0.09,hv,hv74353091,2024-08-04T12:40:55.040Z,"5 km S of Volcano, Hawaii",earthquake,0.14,0.13,0.520033001452413,25,reviewed,hv,hv
2024-07-22T20:24:40.720Z,19.3891658782959,-155.253997802734,0.610000014305115,2.82,ml,9,152,0.004434,0.209999993,hv,hv74353096,2024-07-22T20:27:32.120Z,"6 km SSW of Volcano, Hawaii",earthquake,0.38,0.449999988,0.55,37,automatic,hv,hv
2024-07-22T20:17:55.090Z,8.2425,-82.7302,10,5.6,mww,103,111,0.607,1.2,us,us6000nekb,2024-07-23T02:05:07.296Z,"13 km SE of Manaca Civil, Panama",earthquake,7,1.678,0.05,39,reviewed,us,us
2024-07-22T20:00:25.418Z,38.1834,-117.86,8.9,2.7,ml,12,72.39,0.1,0.1983,nn,nn00881352,2024-08-04T12:34:21.040Z,"31 km SE of Mina, Nevada",earthquake,,1.8,0.25,8,reviewed,nn,nn
2024-07-22T19:19:34.604Z,8.2328,-82.8412,2.955,5.7,mww,94,136,1.889,1.15,us,us6000nejp,2024-07-24T17:10:14.040Z,"5 km SSE of Puerto Armuelles, Panama",earthquake,7.03,3.993,0.05,38,reviewed,us,us
2024-07-22T17:36:44.187Z,-38.1581,-74.0582,22.504,4.6,mb,25,205,1.789,0.65,us,us6000nej6,2024-07-22T18:58:00.040Z,"70 km SW of Cañete, Chile",earthquake,4.61,6.952,0.224,8,reviewed,us,us
2024-07-22T17:27:25.662Z,35.0201,141.6073,10,4.5,mb,32,155,2.414,0.7,us,us6000nej5,2024-07-22T19:06:18.040Z,"105 km SE of Hasaki, Japan",earthquake,8.16,1.84,0.127,18,reviewed,us,us
2024-07-22T17:25:34.000Z,19.197,-155.461166666667,32.09,2.5,ml,43,113,0.04138,0.08,hv,hv74352826,2024-08-05T13:55:11.040Z,"1 km ESE of Pāhala, Hawaii",earthquake,0.62,0.8,0.085362046109754,8,reviewed,hv,hv
2024-07-22T16:14:20.940Z,19.2281666666667,-155.367333333333,33.32,2.56,ml,52,154,0.02998,0.12,hv,hv74352701,2024-08-05T19:49:00.040Z,"12 km ENE of Pāhala, Hawaii",earthquake,0.52,0.43,0.124137562704649,9,reviewed,hv,hv
2024-07-22T15:21:12.163Z,-15.4575,168.3384,10,4.6,mb,29,131,6.365,0.4,us,us6000nej7,2024-08-05T19:44:16.040Z,"121 km NE of Norsup, Vanuatu",earthquake,10.43,1.891,0.125,21,reviewed,us,us
2024-07-22T14:47:16.975Z,-5.3334,131.1812,63.93,5,mb,103,37,1.506,0.63,us,us7000n0ut,2024-08-05T19:34:29.040Z,"177 km W of Tual, Indonesia",earthquake,6.43,5.522,0.051,121,reviewed,us,us
2024-07-22T14:39:22.358Z,39.6736,26.3745,11.394,4.5,mwr,110,33,0.729,0.75,us,us7000n0uq,2024-08-05T19:26:36.921Z,"8 km NNW of Ayvacık, Turkey",earthquake,4.08,4.058,0.065,23,reviewed,us,us
2024-07-22T14:38:19.074Z,-15.5975,168.1951,10.678,5,mb,56,58,6.171,0.68,us,us7000n0ur,2024-08-05T19:14:01.040Z,"99 km ENE of Norsup, Vanuatu",earthquake,9.64,3.816,0.079,51,reviewed,us,us
2024-07-22T13:22:58.007Z,-5.7429,152.2737,10,4,mb,14,130,6.121,0.94,us,us6000ni7x,2024-08-05T18:55:11.040Z,"154 km S of Kokopo, Papua New Guinea",earthquake,13.5,1.75,0.173,9,reviewed,us,us
2024-07-22T12:37:35.460Z,19.3936666666667,-155.246333333333,1.55,2.52,ml,28,57,0.009376,0.08,hv,hv74352376,2024-07-23T23:43:10.460Z,"5 km SSW of Volcano, Hawaii",earthquake,0.17,0.17,0.153628317842963,13,reviewed,hv,hv
2024-07-22T12:36:40.470Z,19.1613330841064,-155.364837646484,26.8099994659424,2.89,ml,9,239,0.08182,0.100000001,hv,hv74352371,2024-07-22T12:39:21.070Z,"12 km ESE of Pāhala, Hawaii",earthquake,1.77,2.71000004,0.39,8,automatic,hv,hv
2024-07-22T12:25:54.570Z,19.298,-64.7281,39,3.67,md,13,288,0.8898,0.41,pr,pr2024204000,2024-07-23T01:47:14.040Z,"107 km N of Cruz Bay, U.S. Virgin Islands",earthquake,4.45,19.46,0.22,9,reviewed,pr,pr
2024-07-22T11:26:41.725Z,59.9539,-152.6994,100.3,3,ml,,,,0.13,ak,ak0249dkc88c,2024-07-22T19:09:33.056Z,"52 km WNW of Anchor Point, Alaska",earthquake,,1.1,,,automatic,ak,ak
2024-07-22T10:14:48.262Z,-22.5381,171.2395,77.883,4.9,mb,31,99,3.506,0.73,us,us7000n0u2,2024-07-22T10:59:11.040Z,"southeast of the Loyalty Islands",earthquake,10.62,6.163,0.132,25,reviewed,us,us
2024-07-22T10:12:15.107Z,-18.337,-177.9074,641.082,4.5,mb,78,45,3.798,0.94,us,us7000n0tu,2024-07-22T12:45:44.040Z,"295 km E of Levuka, Fiji",earthquake,11.66,6.723,0.031,307,reviewed,us,us
2024-07-22T08:50:26.171Z,67.3288,-156.2973,8,2.8,ml,,,,0.61,ak,ak0249dip1df,2024-07-22T09:38:14.040Z,"53 km NNE of Kobuk, Alaska",earthquake,,1,,,automatic,ak,ak
2024-07-22T08:08:09.971Z,41.5032,45.9528,31.311,4.4,mb,89,40,0.896,0.7,us,us7000n0tf,2024-07-22T16:40:31.689Z,"13 km S of Ts’nori, Georgia",earthquake,4.02,3.929,0.066,68,reviewed,us,us
2024-07-22T07:27:54.890Z,40.5168333333333,-124.417833333333,18.23,2.54,md,36,219,0.07385,0.16,nc,nc75037912,2024-07-25T10:12:38.040Z,"15 km WSW of Ferndale, CA",earthquake,0.64,0.3,0.125,23,reviewed,nc,nc
2024-07-22T07:19:23.810Z,19.2049999237061,-155.47900390625,29.3199996948242,2.45,ml,64,86,0.0471,0.159999996,hv,hv74351821,2024-07-22T09:43:32.040Z,"0 km N of Pāhala, Hawaii",earthquake,0.47,0.620000005,0.33,38,automatic,hv,hv
2024-07-22T07:05:32.150Z,31.2653,-115.6052,18.58,2.9,ml,0,90,0.198,0.95,us,us6000ney7,2024-07-25T10:03:13.040Z,"61 km E of San Vicente, Mexico",earthquake,3.9,4.141,0.06,36,reviewed,ci,us
2024-07-22T07:03:58.333Z,36.5182,70.3634,205.979,4.6,mb,53,80,3.165,0.7,us,us7000n0t3,2024-07-22T07:24:52.040Z,"45 km E of Farkhār, Afghanistan",earthquake,7.28,7.406,0.085,41,reviewed,us,us
2024-07-22T06:53:57.933Z,-56.0139,-27.3213,57.703,5.2,mb,67,67,5.535,0.58,us,us7000n0sy,2024-07-22T07:11:31.040Z,"South Sandwich Islands region",earthquake,9.41,7.097,0.059,96,reviewed,us,us
2024-07-22T06:23:19.793Z,-18.4267,-69.7378,132.877,4.1,mb,25,84,0.576,0.85,us,us7000n0su,2024-07-22T09:24:20.040Z,"59 km E of Arica, Chile",earthquake,5.56,6.142,0.14,14,reviewed,us,us
2024-07-22T06:08:20.683Z,-15.5167,168.0051,10,5,mb,48,77,6.13,0.7,us,us7000n0sn,2024-07-22T06:27:19.040Z,"89 km NE of Norsup, Vanuatu",earthquake,11.2,1.875,0.069,67,reviewed,us,us
2024-07-22T05:07:15.510Z,18.2443333333333,-67.5128333333333,5.12,3.04,md,23,166,0.2664,0.48,pr,pr71455958,2024-07-22T05:57:18.550Z,"29 km WSW of Stella, Puerto Rico",earthquake,0.98,1.13,0.0647072877048942,12,reviewed,pr,pr
2024-07-22T05:04:30.168Z,-15.5442,168.0426,10,6,mb,111,42,6.128,0.78,us,us7000n0s8,2024-07-23T05:12:33.073Z,"90 km NE of Norsup, Vanuatu",earthquake,8.05,1.846,0.033,340,reviewed,us,us
2024-07-22T05:04:12.418Z,-15.507,168.1122,10,5.2,mb,100,43,6.197,0.64,us,us7000n0s6,2024-07-22T05:43:05.040Z,"98 km NE of Norsup, Vanuatu",earthquake,8.17,1.853,0.036,256,reviewed,us,us
2024-07-22T04:43:36.410Z,17.0135,-67.7093333333333,27.94,3.04,md,9,323,1.141,0.27,pr,pr71455953,2024-07-22T05:05:23.920Z,"120 km SSW of Pole Ojea, Puerto Rico",earthquake,1.71,19.52,0.18245626081707,5,reviewed,pr,pr
2024-07-22T04:30:44.244Z,13.5148,-91.2184,39.7,4.1,mb,36,182,1.09,0.72,us,us7000n0s0,2024-08-06T01:49:55.040Z,"62 km SW of Puerto San José, Guatemala",earthquake,4.16,10.675,0.064,66,reviewed,us,us
2024-07-22T04:23:25.780Z,19.3888333333333,-155.243166666667,1.66,2.68,ml,35,51,0.008368,0.1,hv,hv74351496,2024-07-24T00:10:21.646Z,"6 km S of Volcano, Hawaii",earthquake,0.14,0.14,0.130259949075426,13,reviewed,hv,hv
2024-07-22T04:16:07.674Z,-5.9932,146.6004,51.914,4.9,mb,74,40,3.434,0.75,us,us7000n0rw,2024-08-06T01:32:06.040Z,"87 km ENE of Kainantu, Papua New Guinea",earthquake,8.04,5.788,0.048,137,reviewed,us,us
2024-07-22T04:10:27.952Z,31.659,-104.461,6.0999,2.5,ml,24,71,0,0.2,tx,tx2024ohfk,2024-07-23T00:22:59.840Z,"57 km S of Whites City, New Mexico",earthquake,1.425957408285502,0.8893444005124841,0.2,30,reviewed,tx,tx
2024-07-22T03:54:00.881Z,-15.3948,168.0876,10,4.9,mb,52,111,6.275,0.7,us,us7000n0rr,2024-08-06T01:16:06.040Z,"100 km E of Luganville, Vanuatu",earthquake,6.67,1.838,0.093,36,reviewed,us,us
2024-07-22T03:38:20.017Z,-15.4382,168.2109,10,4.5,mb,21,131,6.308,0.42,us,us6000ni79,2024-08-06T01:11:37.040Z,"111 km NE of Norsup, Vanuatu",earthquake,10.28,1.858,0.164,11,reviewed,us,us
2024-07-22T03:22:11.420Z,17.9965,-68.0811666666667,66.53,3.43,md,14,212,0.5887,0.59,pr,pr71455933,2024-07-22T03:38:38.700Z,"70 km SE of Boca de Yuma, Dominican Republic",earthquake,4.34,3.9,0.061586829345313,11,reviewed,pr,pr
2024-07-22T03:07:23.014Z,-15.3575,168.2416,10,4.6,mb,21,152,6.39,0.58,us,us6000ni78,2024-08-06T00:58:45.040Z,"117 km E of Luganville, Vanuatu",earthquake,11.75,1.569,0.145,14,reviewed,us,us
2024-07-22T03:05:48.938Z,34.4344,46.4162,10,4.3,mb,88,64,0.89,0.7,us,us7000n0rg,2024-08-06T00:45:42.040Z,"41 km SSW of Javānrūd, Iran",earthquake,5.19,1.869,0.08,44,reviewed,us,us
2024-07-22T02:50:10.382Z,-15.4257,168.0924,10,4.7,mb,43,111,6.252,0.53,us,us7000n0rf,2024-08-06T00:37:51.040Z,"100 km E of Luganville, Vanuatu",earthquake,5.52,1.875,0.106,27,reviewed,us,us
2024-07-22T01:52:59.717Z,52.1762,-174.3409,194.55,3.6,ml,12,184,0.092,0.25,us,us7000n0r8,2024-07-22T05:01:40.040Z,"9 km WSW of Atka, Alaska",earthquake,7.82,4.495,0.074,24,reviewed,us,us
2024-07-22T01:36:45.867Z,-32.916,-179.259,35,4.4,mb,14,160,3.819,0.7,us,us6000ni76,2024-08-06T00:19:00.040Z,"south of the Kermadec Islands",earthquake,8.76,1.947,0.179,9,reviewed,us,us
2024-07-22T01:21:59.804Z,-28.6303,-176.0201,10,4.5,mb,13,184,1.78,0.53,us,us6000ni77,2024-08-05T23:55:41.040Z,"Kermadec Islands region",earthquake,6.28,1.952,0.164,11,reviewed,us,us
2024-07-22T01:07:33.287Z,36.801,140.8405,86.984,4.7,mww,103,94,1.55,0.68,us,us7000n0r5,2024-08-05T22:17:27.220Z,"8 km E of Kitaibaraki, Japan",earthquake,6.2,1.631,0.098,10,reviewed,us,us
2024-07-22T00:56:53.750Z,19.3861666666667,-155.240166666667,1.76,2.88,ml,32,72,0.01054,0.09,hv,hv74351061,2024-07-24T00:15:42.810Z,"6 km S of Volcano, Hawaii",earthquake,0.15,0.14,0.208398634991489,18,reviewed,hv,hv
2024-07-22T00:56:18.710Z,19.3753337860107,-155.255004882812,2.14000010490417,2.79,ml,9,228,0.00882,0.270000011,hv,hv74351051,2024-07-22T00:58:57.330Z,"7 km SSW of Volcano, Hawaii",earthquake,1.09,0.439999998,0.64,23,automatic,hv,hv
2024-07-22T00:19:29.001Z,-24.3816,-66.922,158.245,4.6,mb,74,38,2.547,0.83,us,us7000n0qu,2024-07-22T00:57:47.040Z,"63 km WSW of San Antonio de los Cobres, Argentina",earthquake,7.43,7.203,0.037,215,reviewed,us,us
2024-07-22T00:09:35.372Z,-19.1747,169.5647,258.194,5.5,mww,88,32,8.18,0.69,us,us7000n0qt,2024-07-23T00:13:32.736Z,"50 km NE of Isangel, Vanuatu",earthquake,10.72,6.069,0.068,21,reviewed,us,us
2024-07-21T23:56:24.445Z,-4.9082,-78.6118,58.899,4.4,mb,87,150,2.865,0.62,us,us7000n0qm,2024-07-22T00:16:24.040Z,"50 km ENE of San Ignacio, Peru",earthquake,10.15,7.816,0.062,75,reviewed,us,us
2024-07-21T23:54:44.490Z,38.824333190918,-122.792999267578,2.53999996185303,2.47,md,54,32,0.01337,0.08,nc,nc75037767,2024-07-22T01:27:13.293Z,"6 km WNW of Cobb, CA",earthquake,0.16,0.25,0.16,66,automatic,nc,nc
2024-07-21T22:09:54.870Z,33.8143333,-118.471,11.6,3.56,ml,118,129,0.09,0.25,ci,ci40666815,2024-08-07T10:26:17.064Z,"8 km WNW of Palos Verdes Estates, CA",earthquake,0.23,0.32,0.179,250,reviewed,ci,ci
2024-07-21T22:01:00.710Z,19.388,-155.241166666667,1.71,2.51,ml,30,71,0.00989,0.1,hv,hv74350596,2024-07-24T00:23:15.220Z,"6 km S of Volcano, Hawaii",earthquake,0.17,0.17,0.174978323345412,12,reviewed,hv,hv
2024-07-21T21:49:32.847Z,43.4187,-110.2761,6.096,2.5,ml,40,81,0.307,0.39,us,us7000n0q7,2024-07-22T20:25:42.840Z,"26 km NNE of Bondurant, Wyoming",earthquake,2.09,5.549,0.044,68,reviewed,us,us
2024-07-21T21:00:12.120Z,19.3823333333333,-155.239666666667,1.76,2.47,ml,30,72,0.008765,0.09,hv,hv74350431,2024-07-24T00:26:07.010Z,"6 km S of Volcano, Hawaii",earthquake,0.19,0.18,0.30410202516582,18,reviewed,hv,hv
2024-07-21T20:28:55.030Z,40.4861666666667,-124.206,7.95,2.56,md,46,75,0.06699,0.13,nc,nc75037707,2024-07-29T16:59:18.040Z,"9 km W of Rio Dell, CA",earthquake,0.23,0.5,0.127,37,reviewed,nc,nc
2024-07-21T20:19:29.777Z,22.5892,94.3355,63.996,4.3,mb,51,136,1.479,0.58,us,us7000n0q1,2024-08-02T17:41:00.040Z,"74 km E of Hakha, Myanmar",earthquake,9.53,2.974,0.09,35,reviewed,us,us
2024-07-21T19:32:58.967Z,-18.3342,-174.5613,10,4.5,mb,33,121,3.05,0.54,us,us6000nhle,2024-08-02T17:11:14.040Z,"70 km WNW of Neiafu, Tonga",earthquake,10.91,1.819,0.115,22,reviewed,us,us
2024-07-21T18:36:52.746Z,-39.7533,121.1451,10,5.1,mb,56,52,7.504,0.79,us,us7000n0ps,2024-08-02T17:35:13.040Z,"off the south coast of Australia",earthquake,10.6,1.872,0.079,52,reviewed,us,us
2024-07-21T17:05:57.970Z,19.2770004272461,-155.103668212891,8.89000034332275,2.76,ml,17,327,0.1144,0.180000007,hv,hv74349956,2024-07-21T17:08:36.730Z,"21 km S of Fern Forest, Hawaii",earthquake,1.8,0.689999998,0.64,22,automatic,hv,hv
2024-07-21T16:23:06.236Z,-19.3631,-177.668,603.511,4.2,mb,21,119,2.93,0.77,us,us6000nhl8,2024-08-03T16:58:31.040Z,"Fiji region",earthquake,19.34,21.432,0.141,16,reviewed,us,us
2024-07-21T13:15:47.550Z,20.2266666666667,-156.534166666667,38.69,3.08,ml,67,165,0.6747,0.12,hv,hv74349311,2024-07-21T21:09:57.000Z,"48 km SSW of Mākena, Hawaii",earthquake,0.62,0.97,0.126073661344019,17,reviewed,hv,hv
2024-07-21T13:15:25.760Z,19.3206672668457,-155.341659545898,3.20000004768372,2.6,ml,10,329,0.08236,0.150000006,hv,hv74349306,2024-07-21T13:18:03.370Z,"17 km SW of Volcano, Hawaii",earthquake,4.85,15.9700003,1.1,6,automatic,hv,hv
2024-07-21T12:37:45.839Z,-23.9599,-179.697,512.614,4.4,mb,38,103,4.995,0.53,us,us7000n0n5,2024-08-05T13:20:32.040Z,"south of the Fiji Islands",earthquake,13.01,9.85,0.098,30,reviewed,us,us
2024-07-21T11:49:23.298Z,-21.0401,-178.0542,480.057,4.3,mb,25,82,2.665,0.54,us,us6000nhl0,2024-08-05T12:03:59.040Z,"286 km W of Houma, Tonga",earthquake,11.86,9.793,0.119,20,reviewed,us,us
2024-07-21T10:29:35.522Z,-56.6004,-141.8047,10,5,mb,32,113,27.467,0.94,us,us7000n0nl,2024-08-06T13:10:11.040Z,"Pacific-Antarctic Ridge",earthquake,12.88,1.914,0.103,30,reviewed,us,us
2024-07-21T10:16:45.960Z,25.492,127.6203,10,4.2,mb,17,99,1.461,1.25,us,us6000nhkx,2024-08-06T04:46:33.040Z,"70 km S of Itoman, Japan",earthquake,6.39,1.937,0.215,6,reviewed,us,us
2024-07-21T09:50:26.596Z,-23.1811,170.7971,10,4.5,mb,14,80,3.141,0.73,us,us6000nhkv,2024-08-04T09:19:43.040Z,"southeast of the Loyalty Islands",earthquake,9.47,1.86,0.172,10,reviewed,us,us
2024-07-21T09:47:00.418Z,-30.6739,-179.0471,133.612,4.6,mb,10,141,1.713,0.38,us,us6000nhkt,2024-08-04T09:04:21.040Z,"Kermadec Islands region",earthquake,13.31,9.521,0.244,5,reviewed,us,us
2024-07-21T09:26:32.469Z,46.4881,149.7747,61.918,4.5,mb,47,131,4.847,0.41,us,us7000n0mj,2024-08-05T13:10:33.040Z,"203 km NE of Kuril’sk, Russia",earthquake,7.84,7.484,0.045,148,reviewed,us,us
2024-07-21T07:30:17.380Z,18.0318,-68.635,84,3.88,md,18,198,0.5447,0.41,pr,pr2024203000,2024-08-07T07:14:03.040Z,"38 km S of Boca de Yuma, Dominican Republic",earthquake,2.79,3.83,0.09,15,reviewed,pr,pr
2024-07-21T07:22:21.501Z,-0.0111,123.8288,106.297,4.4,mb,29,50,3.244,0.67,us,us6000nhkp,2024-08-04T09:18:20.040Z,"84 km SW of Modisi, Indonesia",earthquake,7.43,7.956,0.123,19,reviewed,us,us
2024-07-21T06:59:39.072Z,31.9347,49.6794,10,4.1,mb,39,77,4.542,0.91,us,us7000n0m8,2024-08-07T07:05:53.040Z,"35 km E of Masjed Soleymān, Iran",earthquake,6.01,1.77,0.114,21,reviewed,us,us
2024-07-21T06:47:29.339Z,-12.5573,166.7679,204.788,4.5,mb,37,155,8.296,0.6,us,us7000n0m2,2024-08-07T07:19:47.040Z,"168 km NNW of Sola, Vanuatu",earthquake,14.55,8.608,0.1,29,reviewed,us,us
2024-07-21T06:32:45.058Z,54.1819,-162.789,35,3.4,mb,21,169,0.769,0.35,us,us7000n0m0,2024-08-07T07:29:50.040Z,"84 km SSE of False Pass, Alaska",earthquake,6.35,1.993,0.164,9,reviewed,us,us
2024-07-21T06:20:07.530Z,5.9652,92.6311,10,4.7,mb,55,106,4.357,0.87,us,us7000n0lz,2024-08-07T07:34:16.040Z,"297 km W of Sabang, Indonesia",earthquake,9.42,1.886,0.069,64,reviewed,us,us
2024-07-21T05:23:08.728Z,8.9269,126.1739,57.625,4.6,mb,54,110,1.937,1,us,us7000n0lw,2024-08-07T07:56:12.040Z,"8 km S of Gamut, Philippines",earthquake,11.35,7.633,0.058,87,reviewed,us,us
2024-07-21T04:27:28.462Z,42.713,145.5393,23.857,5.3,mww,117,96,1.898,0.77,us,us7000n0lj,2024-07-23T13:42:09.040Z,"66 km ESE of Akkeshi, Japan",earthquake,7.81,5.051,0.103,9,reviewed,us,us
2024-07-21T04:12:36.270Z,19.3983333333333,-155.2385,0.49,3.52,ml,23,88,0.01668,0.12,hv,hv74348221,2024-07-25T22:54:24.040Z,"4 km S of Volcano, Hawaii",earthquake,0.14,0.19,0.204783981156385,15,reviewed,hv,hv
2024-07-21T04:05:15.430Z,18.3936666666667,-67.4273333333333,7.93,3.39,md,31,151,0.1774,0.44,pr,pr71455908,2024-07-21T04:51:42.040Z,"19 km WNW of Rincón, Puerto Rico",earthquake,0.77,1.51,0.10106725710727,9,reviewed,pr,pr
2024-07-21T04:01:29.796Z,34.8655,23.2766,30.953,5.3,mww,133,53,1.389,1.07,us,us7000n0l7,2024-07-23T13:26:59.040Z,"54 km SW of Palaióchora, Greece",earthquake,5.4,4.692,0.086,13,reviewed,us,us
2024-07-21T03:56:34.040Z,39.1333333333333,-120.034,6.68,2.89,md,25,60,,0.1,nc,nc75037447,2024-07-23T02:39:23.554Z,"8 km SSE of Dollar Point, CA",earthquake,0.2,0.71,0.162,77,reviewed,nc,nc
2024-07-21T03:19:19.980Z,39.1336666666667,-120.033666666667,5.3,2.94,ml,21,60,0.103,0.1,nc,nc75037427,2024-07-22T21:54:27.602Z,"8 km SSE of Dollar Point, CA",earthquake,0.24,1.23,0.201,24,reviewed,nc,nc
2024-07-21T03:02:12.490Z,39.1316666666667,-120.033666666667,6.58,3.29,ml,25,59,0.1045,0.1,nc,nc75037412,2024-07-23T05:09:30.680Z,"8 km SSE of Dollar Point, CA",earthquake,0.22,0.83,0.182,35,reviewed,nc,nc
2024-07-21T02:55:10.091Z,37.6884,35.5455,10,4.3,mb,39,74,0.644,1.23,us,us7000n0kb,2024-07-21T05:00:37.040Z,"20 km NE of Aladağ, Turkey",earthquake,3.89,1.946,0.106,25,reviewed,us,us
2024-07-21T02:53:48.692Z,14.6238,-89.9044,265.536,6.2,mww,141,29,0.582,1.16,us,us7000n0ka,2024-07-25T05:05:19.366Z,"7 km SW of San Pedro Pinula, Guatemala",earthquake,7.67,3.709,0.025,155,reviewed,us,us
2024-07-21T02:53:44.366Z,-17.9671,-69.8456,110.55,4.1,mb,23,101,0.487,1.53,us,us7000n0k9,2024-07-21T04:00:06.040Z,"24 km SSE of Palca, Peru",earthquake,6.75,5.674,0.165,11,reviewed,us,us
2024-07-21T02:08:00.067Z,-17.8332,-173.6471,35,4.5,mb,26,73,4.295,0.71,us,us6000nhkq,2024-08-02T21:39:35.040Z,"97 km NNE of Neiafu, Tonga",earthquake,7.89,1.868,0.18,12,reviewed,us,us
2024-07-21T01:12:09.779Z,33.0649,60.4089,14.028,4.4,mb,52,87,5.201,0.57,us,us7000n0jx,2024-07-21T02:48:05.040Z,"113 km E of Bīrjand, Iran",earthquake,9.15,4.464,0.084,42,reviewed,us,us
2024-07-20T23:22:37.023Z,51.6784,159.103,50.108,4.2,mb,35,125,1.375,0.86,us,us6000nhe7,2024-08-01T22:49:57.040Z,"147 km SSE of Vilyuchinsk, Russia",earthquake,8.63,4.302,0.14,14,reviewed,us,us
2024-07-20T22:08:08.650Z,44.996833333333335,-117.33416666666666,6.89,2.7,ml,7,113,0.1457,0.39,uw,uw62026666,2024-07-22T21:31:48.780Z,"21 km NW of Halfway, Oregon",earthquake,1.19,24.38,0.15329246295093824,4,reviewed,uw,uw
